;word;type;emotT;emotPT;X;
10847;расцеловать ;0;ЛЮБОВЬ; 18.5. Внешнее выражение эмоций.;pos;
10848;расцеловаться ;0;ЛЮБОВЬ; 18.5. Внешнее выражение эмоций.;pos;
10849;расшаркаться; разг. ;УВАЖЕНИЕ; 37.5. Внешнее выражение эмоций.;pos;
10858;решиться ;0;БЕССТРАШИЕ; 2.3. Становление эмоционального со-;pos;
10859;рискнуть ;0;БЕССТРАШИЕ; 2.3. Становление эмоционального состояния и отношения.;pos;
10860;оробеть ;0;СТРАХ; 34.1. Эмоциональное состояние.;neg;
10861;оробеть ;0;СТРАХ; 34.3. Становление эмоционального состояния и отношения.;neg;
10862;оробеть ;0;СТЫД; 35.3. Становление эмоционального состояния и отношения.;neg;
10866;выругать ;0;НЕПРИЯЗНЬ; 25.5. Внешнее выражение эмоций.;neg;
10867;выругаться ;0;НЕПРИЯЗНЬ; 25.5. Внешнее выражение эмоций.;neg;
10868;осатанеть; разг. ;ЖЕСТОКОСТЬ; 15.3. Становление эмоционального состояния и отношения.;neg;
10869;осатанеть; разг. ;ЗЛОСТЬ; 16.3. Становление эмоционального состояния и отношения.;neg;
10882;освирепеть ;0;ЖЕСТОКОСТЬ; 15.3. Становление эмоционального состояния и отношения.;neg;
10883;освирепеть и рассвирепеть ;0;ЗЛОСТЬ; 16.3. Становление эмоционального состояния и отношения.;neg;
10897;сдавить ;0;ГОРЕ; 9.4. Эмоциональное воздействие.;neg;
10898;сдержаться ;0;СМИРЕНИЕ; 31.1. Эмоциональное состояние.;pos;
10899;сдержаться ;0;СПОКОЙСТВИЕ; 33.1. Эмоциональное состояние.;pos;
10900;сдружить ;0;ДРУЖБА; 12.4. Эмоциональное воздействие.;pos;
10901;сдружиться; разг.-сниж. ;ДРУЖБА; 12.3. Становление эмоционального состояния и отношения.;pos;
10902;рассердить ;0;ЗЛОСТЬ; 16.4. Эмоциональное воздействие.;neg;
10903;рассердиться ;0;ЗЛОСТЬ; 16.1. Эмоциональное состояние.;neg;
10904;рассердиться ;0;ЗЛОСТЬ; 16.3. Становление эмоционального состояния и отношения.;neg;
10905;осерчать и рассерчать ;0;ЗЛОСТЬ; 16.3. Становление эмоционального состояния и отношения.;neg;
10919;поскучнеть; разг. ;ГРУСТЬ; 10.3. Становление эмоционального состояния и отношения.;neg;
10920;прославить ;0;ОДОБРЕНИЕ; 28.5. Внешнее выражение эмоций.;pos;
10924;послушаться ;0;СМИРЕНИЕ; 31.2. Эмоциональное отношение.;pos;
10925;слюбиться; разг. ;ЛЮБОВЬ; 18.2. Эмоциональное отношение.;pos;
10926;смаяться; разг.-сниж. ;ГОРЕ; 9.3. Становление эмоционального состояния и отношения.;neg;
10929;осмелеть ;0;БЕССТРАШИЕ; 2.3. Становление эмоционального состояния и отношения.;pos;
10930;посметь ;0;БЕССТРАШИЕ; 2.3. Становление эмоционального состояния и отношения.;pos;
10932;посмирнеть ;0;СМИРЕНИЕ; 31.3. Становление эмоционального;pos;
10933;смирить ;0;СМИРЕНИЕ; 31.4. Эмоциональное воздействие.;pos;
10934;смирить ;0;СПОКОЙСТВИЕ; 33.4. Эмоциональное воздействие.;pos;
10935;смириться ;0;СМИРЕНИЕ; 31.3. Становление эмоционального состояния и отношения.;pos;
10936;смириться ;0;СПОКОЙСТВИЕ; 33.3. Становление эмоционального состояния и отношения.;pos;
10937;смириться ;0;СМИРЕНИЕ; 31.2. Эмоциональное отношение.;pos;
10938;смутить ;0;СТЫД; 35.4. Эмоциональное воздействие.;neg;
10939;смутить ;0;БЕСПОКОЙСТВО; 1.4. Эмоциональное воздействие.;neg;
10940;смутить ;0;НЕПРИЯЗНЬ; 25.4. Эмоциональное воздействие.;neg;
10941;смутиться ;0;БЕСПОКОЙСТВО; 1.3. Становление эмоционального;neg;
10942;смутиться ;0;СТЫД; 35.3. Становление эмоционального состояния и отношения.;neg;
10952;снюхаться; разг.-сниж. ;ДРУЖБА; 12.2. Эмоциональное отношение.;pos;
10953;снюхаться; разг.-сниж. ;ЛЮБОВЬ; 18.2. Эмоциональное отношение.;pos;
10954;соблаговолйть ;0;ДОБРОТА; 11.4. Эмоциональное воздействие.;pos;
10955;соблазнить ;0;ВЛЕЧЕНИЕ; 6.4. Эмоциональное воздействие.;pos;
10956;соблазнить ;0;ЖЕЛАНИЕ; 14.4. Эмоциональное воздействие.;pos;
10957;соблазниться ;0;ЖЕЛАНИЕ; 14.5. Внешнее выражение эмоций.;pos;
10958;соблазниться ;0;НАДЕЖДА; 20.2. Эмоциональное отношение.;pos;
10959;посовеститься; разг. ;СТЫД; 35.3. Становление эмоционального состояния и отношения.;neg;
10960;усовеститься; разг. ;СТЫД; 35.1. Эмоциональное состояние.;neg;
10961;усовеститься; разг. ;СТЫД; 35.2. Эмоциональное отношение.;neg;
10962;согласить; устар. ;СПОКОЙСТВИЕ; 33.4. Эмоциональное воздействие.;pos;
10967;соизволить ;0;ЖАЛОСТЬ; 13.5. Внешнее выражение эмоций.;neg;
10973;посомневаться ;0;СОМНЕНИЕ; 32.2. Эмоциональное отношение.;neg;
10981;посочувствовать ;0;ЖАЛОСТЬ; 13.2. Эмоциональное отношение.;neg;
10982;посочувствовать ;0;ЖАЛОСТЬ; 13.2. Эмоциональное отношение.;neg;
10989;спознаться; разг.-сниж. ;ГОРЕ; 9.1. Эмоциональное состояние.;neg;
10990;спознаться; разг.-сниж. ;ДРУЖБА; 12.2. Эмоциональное отношение.;pos;
10991;спознаться; разг.-сниж. ;ЛЮБОВЬ; 18.2. Эмоциональное отношение.;pos;
10992;спугнуть ;0;СТРАХ; 34.4. Эмоциональное воздействие.;neg;
10999;осрамить; разг. ;СТЫД; 35.4. Эмоциональное воздействие.;neg;
11000;осрамиться; разг. ;СТЫД; 35.3. Становление эмоционального;neg;
11003;сродниться ;0;ДРУЖБА; 12.3. Становление эмоционального состояния и отношения.;pos;
11005;поссорить ;0;НЕПРИЯЗНЬ; 25.4. Эмоциональное воздействие.;neg;
11006;поссориться ;0;НЕПРИЯЗНЬ; 25.5. Внешнее выражение эмоций.;neg;
11010;остервенеть; разг. ;ЖЕСТОКОСТЬ; 15.3. Становление эмоционального состояния и отношения.;neg;
11011;остервенеть; разг. ;ЗЛОСТЬ; 16.4. Эмоциональное воздействие.;neg;
11014;постесняться ;0;СТЫД; 35.1. Эмоциональное состояние.;neg;
11015;постесняться ;0;СТЫД; 35.2. Эмоциональное отношение.;neg;
11019;стравить; разг. ;ВРАЖДА; 7.4. Эмоциональное воздействие.;neg;
11020;стравиться; разг. ;ВРАЖДА; 7.2. Эмоциональное отношение.;neg;
11022;стушеваться ;0;СТЫД; 35.3. Становление эмоционального состояния и отношения.;neg;
11023;постыдиться ;0;СТЫД; 35.2. Эмоциональное отношение.;neg;
11033;истерзаться ;0;ГОРЕ; 9.1. Эмоциональное состояние.;neg;
11034;вытерпеть ;0;СМИРЕНИЕ; 31.2. Эмоциональное отношение.;pos;
11037;утешить; разг. ;РАДОСТЬ; 30.4. Эмоциональное воздействие.;pos;
11040;встревожить ;0;БЕСПОКОЙСТВО; 1.4. Эмоциональное воздействие.;neg;
11041;встревожить ;0;СТРАХ; 34.4. Эмоциональное воздействие.;neg;
11042;встревожиться ;0;БЕСПОКОЙСТВО; 1.2. Эмоциональное отношение.;neg;
11043;встревожиться ;0;БЕСПОКОЙСТВО; 1.3. Становление эмоционального состояния и отношения.;neg;
11053;убедить ;0;ВЕРА; 5.4. Эмоциональное воздействие.;pos;
11054;убедиться ;0;ВЕРА; 5.3. Становление эмоционального состояния и отношения.;pos;
11056;ублаготворить ;0;СЧАСТЬЕ; 36.4. Эмоциональное воздействие.;pos;
11057;ублаготвориться; устар. ;СЧАСТЬЕ; 36.3. Становление эмоционального состояния и отношения.;pos;
11058;ублажить; разг. ;НЕИСКРЕННОСТЬ; 24.2. Эмоциональное отношение.;neg;
11059;ублажить; разг. ;СЧАСТЬЕ; 36.4. Эмоциональное воздействие.;pos;
11060;ублажиться ;0;СЧАСТЬЕ; 36.3. Становление эмоционального состояния и отношения.;pos;
11061;уверить ;0;ВЕРА; 5.4. Эмоциональное воздействие.;pos;
11062;увериться ;0;ВЕРА; 5.3. Становление эмоционального состояния и отношения.;pos;
11063;увлечь ;0;ЛЮБОПЫТСТВО; 19.4. Эмоциональное воздействие.;pos;
11064;увлечь ;0;УДИВЛЕНИЕ; 38.4. Эмоциональное воздействие.;pos;
11066;увлечь; сов. ;УДИВЛЕНИЕ; 38.2. Эмоциональное отношение.;pos;
11067;увлечься ;0;ВЛЕЧЕНИЕ; 6.1. Эмоциональное состояние.;pos;
11068;увлечься ;0;ВЛЕЧЕНИЕ; 6.3. Становление эмоционального состояния и отношения.;pos;
11070;увлечься ;0;ЛЮБОПЫТСТВО; 19.3. Становление эмоционального состояния и отношения.;pos;
11071;угнести ;0;ГОРЕ; 9.4. Эмоциональное воздействие.;neg;
11072;уговорить ;0;СПОКОЙСТВИЕ; 33.4. Эмоциональное воздействие.;pos;
11076;угомонить; разг. ;СПОКОЙСТВИЕ; 33.4. Эмоциональное воздействие.;pos;
11077;угомониться; разг. ;СПОКОЙСТВИЕ; 33.3. Становление эмоционального состояния и отношения.;pos;
11083;удивить ;0;УДИВЛЕНИЕ; 38.4. Эмоциональное воздействие.;pos;
11084;удивиться ;0;УДИВЛЕНИЕ; 38.2. Эмоциональное отношение.;pos;
11085;удовлетворить; устар. ;СЧАСТЬЕ; 36.4. Эмоциональное воздействие.;pos;
11086;удовлетвориться ;0;СЧАСТЬЕ; 36.3. Становление эмоционального состояния и отношения.;pos;
11087;удружить; разг. ;ДРУЖБА; 12.4. Эмоциональное воздействие.;pos;
11088;удружить; разг. ;ДРУЖБА; 12.5. Внешнее выражение эмоций.;pos;
11089;удручить; перси. ;ГОРЕ; 9.4. Эмоциональное воздействие.;neg;
11091;удручиться ;0;ГОРЕ; 9.3. Становление эмоционального состояния и отношения.;neg;
11093;уединиться ;0;ОДИНОЧЕСТВО; 27.5. Внешнее выражение эмоций.;neg;
11094;ужаснуть ;0;СТРАХ; 34.4. Эмоциональное воздействие.;neg;
11095;ужаснуться ;0;СТРАХ; 34.3. Становление эмоционального состояния и отношения.;neg;
11096;ужаснуться ;0;СТРАХ; 34.4. Эмоциональное воздействие.;neg;
11097;ужаснуть; разг.-сниж. ;СТРАХ; 34.4. Эмоциональное воздействие.;neg;
11098;ужаснуться; разг.-сниж. ;СТРАХ; 34.3. Становление эмоционального состояния и отношения.;neg;
11101;укорить ;0;НЕДОВОЛЬСТВО; 23.5. Внешнее выражение эмоций.;neg;
11102;укорить ;0;ОБИДА; 26.5. Внешнее выражение эмоций.;neg;
11103;укрепить ;0;ВЕРА; 5.4. Эмоциональное воздействие.;pos;
11109;уладить ;0;СМИРЕНИЕ; 31.2. Эмоциональное отношение.;pos;
11110;уладить ;0;СПОКОЙСТВИЕ; 33.4. Эмоциональное воздействие.;pos;
11111;уладиться ;0;СПОКОЙСТВИЕ; 33.3. Становление эмоционального состояния и отношения.;pos;
11113;уластить; устар. ;ЛЮБОВЬ; 18.4. Эмоциональное воздействие.;pos;
11114;улестить; устар. ;ЛЮБОВЬ; 18.4. Эмоциональное воздействие.;pos;
11115;улыбнуться ;0;ВЛЕЧЕНИЕ; 6.4. Эмоциональное воздействие.;pos;
11116;улыбнуться ;0;РАДОСТЬ; 30.5. Внешнее выражение эмоций.;pos;
11117;умаять; разг.-сниж. ;ГОРЕ; 9.4. Эмоциональное воздействие.;neg;
11118;умаяться ;0;ГОРЕ; 9.3. Становление эмоционального состояния и отношения.;neg;
11126;умилостивить ;0;ДОБРОТА; 11.4. Эмоциональное воздействие.;pos;
11127;умилостивиться;0;ДОБРОТА; 11.3. Становление эмоционального состояния и отношения.;pos;
11128;умилить ;0;ЛЮБОВЬ; 18.4. Эмоциональное воздействие.;pos;
11129;умилить ;0;ОДОБРЕНИЕ; 28.4. Эмоциональное воздействие.;pos;
11130;умилить ;0;ЧУВСТВО; 39.4. Эмоциональное воздействие.;pos;
11131;умилиться ;0;ОДОБРЕНИЕ; 28.5. Внешнее выражение эмоций.;pos;
11133;умиротворить ;0;СПОКОЙСТВИЕ; 33.4. Эмоциональное воздействие.;pos;
11134;умиротвориться ;0;СПОКОЙСТВИЕ; 33.3. Становление эмоционального состояния и отношения.;pos;
11137;унизить ;0;ОБИДА; 26.4. Эмоциональное воздействие.;neg;
11138;унизиться ;0;ОБИДА; 26.3. Становление эмоционального состояния и отношения.;neg;
11148;упереться; разг. ;НАСТОЙЧИВОСТЬ; 21.3. Становление эмоционального состояния и отношения.;pos;
11150;упрекнуть ;0;НЕДОВОЛЬСТВО; 23.5. Внешнее выражение эмоций.;neg;
11151;упрекнуть ;0;НЕПРИЯЗНЬ; 25.5. Внешнее выражение эмоций.;neg;
11152;усладить ;0;РАДОСТЬ; 30.4. Эмоциональное воздействие.;pos;
11153;усладить ;0;СЧАСТЬЕ; 36.4. Эмоциональное воздействие.;pos;
11154;усладиться; устар. ;СЧАСТЬЕ; 36.3. Становление эмоционального состояния и отношения.;pos;
11155;усладиться; устар. ;СЧАСТЬЕ; 36.2. Эмоциональное отношение.;pos;
11156;усмехнуться ;0;РАДОСТЬ; 30.5. Внешнее выражение эмоций.;pos;
11157;усмирить ;0;СМИРЕНИЕ; 31.4. Эмоциональное воздействие.;pos;
11158;усмирить ;0;СПОКОЙСТВИЕ; 33.4. Эмоциональное воздействие.;pos;
11159;усмириться ;0;СМИРЕНИЕ; 31.3. Становление эмоциональною состояния и отношения.;pos;
11160;усовестить; разг. ;СТЫД; 35.4. Эмоциональное воздействие.;neg;
11161;усовеститься; разг. ;СТЫД; 35.3. Становление эмоционального состояния и отношения.;neg;
11162;успокоить ;0;СМИРЕНИЕ; 31.4. Эмоциональное воздействие.;pos;
11163;успокоить ;0;СПОКОЙСТВИЕ; 33.4. Эмоциональное воздействие.;pos;
11164;успокоиться ;0;СПОКОЙСТВИЕ; 33.3. Становление эмоционального состояния и отношения.;pos;
11165;устаканиться; разг.-сниж. ;СПОКОЙСТВИЕ; 33.3. Становление эмоционального состояния и отношения.;pos;
11166;устроить ;0;СПОКОЙСТВИЕ; 33.4. Эмоциональное воздействие.;pos;
11167;устроиться ;0;СПОКОЙСТВИЕ; 33.3. Становление эмоционального состояния и отношения.;pos;
11168;устрашить ;0;СТРАХ; 34.4. Эмоциональное воздействие.;neg;
11169;устрашиться ;0;СТРАХ; 34.3. Становление эмоционального состояния и отношения.;neg;
11170;устыдить ;0;СТЫД; 35.4. Эмоциональное воздействие.;neg;
11171;устыдиться; разг. ;СТЫД; 35.3. Становление эмоционального состояния и отношения.;neg;
11172;утешить ;0;ДОБРОТА; 11.4. Эмоциональное воздействие.;pos;
11173;утешить ;0;СПОКОЙСТВИЕ; 33.4. Эмоциональное воздействие.;pos;
11174;утешиться ;0;СПОКОЙСТВИЕ; 33.3. Становление эмоционального состояния и отношения.;pos;
11178;утихомириться; разг. ;СПОКОЙСТВИЕ; 33.3. Становление эмоционального состояния и отношения.;pos;
11182;утолиться ;0;СПОКОЙСТВИЕ; 33.3. Становление эмоциональною состояния и отношения.;pos;
11183;утомить ;0;ГРУСТЬ; 10.4. Эмоциональное воздействие.;neg;
11184;утомиться ;0;ГРУСТЬ; 10.3. Становление эмоционального состояния и отношения.;neg;
11189;ухмыльнуться ;0;ЗЛОСТЬ; 16.4. Эмоциональное воздействие.;neg;
11193;уязвить ;0;ОБИДА; 26.4. Эмоциональное воздействие.;neg;
11194;уязвить ;0;ОБИДА; 26.5. Внешнее выражение эмоций.;neg;
11195;пофартить; разг. ;СЧАСТЬЕ; 36.3. Становление эмоционального состояния и отношения.;pos;
11196;фыркнуть ;0;ЗЛОСТЬ; 16.5. Внешнее выражение эмоций.;neg;
11197;фыркнуть; разг. ;НЕПРИЯЗНЬ; 25.2. Эмоциональное отношение.;neg;
11198;охаметь; разг. ;БЕССТЫДСТВО; 3.3. Становление эмоционального состояния и отношения.;neg;
11199;похвалить ;0;ОДОБРЕНИЕ; 28.5. Внешнее выражение эмоций.;pos;
11200;похвалиться ;0;ОДОБРЕНИЕ; 28.5. Внешнее выражение эмоций.;pos;
11201;нахмуриться ;0;ГРУСТЬ; 10.3. Становление эмоционального состояния и отношения.;neg;
11205;нахохлиться; разг. ;ГРУСТЬ; 10.3. Становление эмоционального состояния и отношения.;neg;
11206;расхрабриться; разг. ;БЕССТРАШИЕ; 2.3. Становление эмоционального состояния и отношения.;pos;
11210;поцеловать ;0;ЛЮБОВЬ; 18.5. Внешнее выражение эмоций.;pos;
11211;поцеловаться ;0;ЛЮБОВЬ; 18.5. Внешнее выражение эмоций.;pos;
11218;отчихвостить; разг.-сниж. ;НЕПРИЯЗНЬ; 25.5. Внешнее выражение эмоций.;neg;
11220;ошельмовать; разг. ;СТЫД; 35.4. Эмоциональное воздействие.;neg;
11221;ошельмовать; разг. ;СТЫД; 35.5. Внешнее выражение эмоций.;neg;
11227;Ахать; разг. ;УДИВЛЕНИЕ; 38.3. Становление эмоционального состояния и отношения.;pos;
11232;Бесить; ;НЕДОВОЛЬСТВО; 23.4. Эмоциональное воздействие.;neg;
11233;Бесить; ;ЗЛОСТЬ; 16.4. Эмоциональное воздействие.;neg;
11234;Беситься;0;ЗЛОСТЬ; 16.1. Эмоциональное состояние.;neg;
11235;Беситься; ;НЕДОВОЛЬСТВО; 23.3. Становление эмоционального состояния и отношения.;neg;
11236;Беситься; разг. ;ЗЛОСТЬ; 16.3. Становление эмоционального состояния и отношения.;neg;
11237;Беспокоить;0;БЕСПОКОЙСТВО; 1.4. Эмоциональное воздействие.;neg;
11238;Беспокоить;0;БЕСПОКОЙСТВО; 1.4. Эмоциональное воздействие.;neg;
11239;Беспокоиться;0;БЕСПОКОЙСТВО; 1.3. Становление эмоционального состояния и отношения.;neg;
11240;Беспокоиться;0;БЕСПОКОЙСТВО; 1.2. Эмоциональное отношение.;neg;
11241;Беспокоиться;0;ДОБРОТА; 11.2. Эмоциональное отношение.;pos;
11243;Благословлять; разг., шутл. ;ОДОБРЕНИЕ; 28.2. Эмоциональное отношение.;pos;
11245;Боготворить; книжн. ;ЛЮБОВЬ; 18.2. Эмоциональное отношение.;pos;
11246;Боготворить; книжн. ;ОДОБРЕНИЕ; 28.2. Эмоциональное отношение.;pos;
11247;Борзеть; разг.-сниж. ;БЕССТЫДСТВО; 3.3. Становление эмоционального состояния и отношения.;neg;
11248;Брезгать;0;НЕПРИЯЗНЬ; 25.2. Эмоциональное отношение.;neg;
11249;Брезговать;0;НЕПРИЯЗНЬ; 25.2. Эмоциональное отношение;neg;
11251;Булгачить; разг.-сниж. ;БЕСПОКОЙСТВО; 1.4. Эмоциональное воздействие.;neg;
11252;Важничать;0;ВЫСОКОМЕРИЕ; 8.5. Внешнее выражение эмоций.;neg;
11258;Вдохновлять;0;ВДОХНОВЕНИЕ; 4.4. Эмоциональное воздействие.;pos;
11259;Вдохновляться;0;ВДОХНОВЕНИЕ; 4.3. Становление эмоционального состояния и отношения.;pos;
11262;Верить;0;ВЕРА; 5.2. Эмоциональное отношение.;pos;
11263;Веселеть;0;РАДОСТЬ; 30.3. Становление эмоционального со стояния и отношения.;pos;
11264;Веселить;0;РАДОСТЬ; 30.4. Эмоциональное воздействие.;pos;
11265;Веселиться;0;РАДОСТЬ; 30.1. Эмоциональное состояние.;pos;
11267;Взбадривать; разг. ;РАДОСТЬ; 30.4. Эмоциональное воздействие.;pos;
11268;Взбадриваться;0;РАДОСТЬ; 30.3. Становление эмоционального состояния и отношения.;pos;
11271;Взбудораживать;0;БЕСПОКОЙСТВО; 1.4. Эмоциональное воздействие.;neg;
11272;Взбудораживаться;0;БЕСПОКОЙСТВО; 1.3. Становление эмоционального состояния и отношения.;neg;
11273;Взвеселяться; устар. ;РАДОСТЬ; 30.3. Становление эмоционального состояния и отношения.;pos;
11280;Виниться; разг.-сниж. ;ЖАЛОСТЬ; 13.1. Эмоциональное состояние.;neg;
11281;Виниться; разг. -сниж. ;СТЫД; 35.2. Эмоциональное отношение.;neg;
11282;Виниться; устар. ;ЖАЛОСТЬ; 13.2. Эмоциональное отношение.;neg;
11283;Виниться; устар. ;СТЫД; 35.5. Внешнее выражение эмоций.;neg;
11287;Влюблять;0;ЛЮБОВЬ; 18.4. Эмоциональное воздействие.;pos;
11288;Влюбляться;0;ЛЮБОВЬ; 18.2. Эмоциональное отношение.;pos;
11289;Влюбляться;0;ЛЮБОВЬ; 18.3. Становление эмоционального состояния и отношения.;pos;
11296;Возбуждаться;0;БЕСПОКОЙСТВО; 1.3. Становление эмоционального состояния и отношения.;neg;
11297;Возвеселять; устар. ;РАДОСТЬ; 30.4. Эмоциональное воздействие.;pos;
11298;Возвеселяться; устар. ;РАДОСТЬ; 30.3. Становление эмоционального состояния и отношения.;pos;
11300;Возмущать;0;ЗЛОСТЬ; 16.4. Эмоциональное воздействие.;neg;
11301;Возмущать;0;НЕДОВОЛЬСТВО; 23.4. Эмоциональное воздействие.;neg;
11302;Возмущаться;0;ЗЛОСТЬ; 16.5. Внешнее выражение эмоций.;neg;
11303;Возмущаться;0;НЕДОВОЛЬСТВО; 23.2. Эмоциональное отношение.;neg;
11304;Возмущаться;0;НЕДОВОЛЬСТВО; 23.3. Становление эмоционального состояния и отношения.;neg;
11305;Возникать; разг. ;ЗЛОСТЬ; 16.5. Внешнее выражение эмоций.;neg;
11306;Возникать;разг.-с«иж. ;НЕДОВОЛЬСТВО; 23.2. Эмоциональное отношение.;neg;
11307;Возноситься;0;ВЫСОКОМЕРИЕ; 8.5. Внешнее выражение эмоций.;neg;
11309;Волновать;0;БЕСПОКОЙСТВО; 1.4. Эмоциональное воздействие.;neg;
11310;Волноваться;0;БЕСПОКОЙСТВО; 1.3. Становление эмоционального состояния и отношения.;neg;
11311;Воодушевлять;0;ВДОХНОВЕНИЕ; 4.4. Эмоциональное воздействие.;pos;
11312;Воодушевляться;0;ВДОХНОВЕНИЕ; 4.3. Становление эмоционального состояния и отношения.;pos;
11319;Восхищать;0;ОДОБРЕНИЕ; 28.4. Эмоциональное воздействие.;pos;
11320;Восхищать;0;СЧАСТЬЕ; 36.4. Эмоциональное воздействие.;pos;
11321;Восхищаться;0;ОДОБРЕНИЕ; 28.2. Эмоциональное отношение.;pos;
11322;Восхищаться;0;СЧАСТЬЕ; 36.3. Становление эмоционального состояния и отношения.;pos;
11323;Впечатлять;0;УДИВЛЕНИЕ; 38.4. Эмоциональное воздействие.;pos;
11328;Вредить;0;ЗЛОСТЬ; 16.4. Эмоциональное воздействие.;neg;
11335;Втравливать; разг.-сниж. ;ВЛЕЧЕНИЕ; 6.4. Эмоциональное воздействие.;pos;
11344;Вымещать;  . ;ЗЛОСТЬ; 16.5. Внешнее выражение эмоций.;neg;
11345;Вымещать; ;ЖЕСТОКОСТЬ; 15.2. Эмоциональное отношение.;neg;
11351;Гневаться;0;НЕДОВОЛЬСТВО; 23.1. Эмоциональное состояние.;neg;
11352;Гневаться;0;ЗЛОСТЬ; 16.1. Эмоциональное состояние.;neg;
11354;Гнушаться;0;НЕПРИЯЗНЬ; 25.2. Эмоциональное отношение.;neg;
11355;Гордиться;0;ВЫСОКОМЕРИЕ; 8.1. Эмоциональное состояние.;neg;
11359;Грозить;0;СТРАХ; 34.5. Внешнее выражение эмоций.;neg;
11360;Грозиться;0;СТРАХ; 34.5. Внешнее выражение эмоций.;neg;
11361;Губить;0;ГОРЕ; 9.4. Эмоциональное воздействие.;neg;
11363;Дерзать;0;БЕССТРАШИЕ; 2.3. Становление эмоционального состояния и отношения.;pos;
11364;Дивить; разг. ;УДИВЛЕНИЕ; 38.4. Эмоциональное воздействие.;pos;
11366;Доверять;0;ВЕРА; 5.2. Эмоциональное отношение.;pos;
11367;Доверять;0;ВЕРА; 5.5. Внешнее выражение эмоций.;pos;
11368;Доверяться;0;ВЕРА; 5.2. Эмоциональное отношение.;pos;
11371;Довольствоваться;0;СЧАСТЬЕ; 36.2. Эмоциональное отношение.;pos;
11372;Довольствоваться;0;СЧАСТЬЕ; 36.3. Становление эмоционального состояния и отношения.;pos;
11374;Домучиваться;0;ГОРЕ; 9.3. Становление эмоционального состояния и отношения.;neg;
11375;Донимать; разг. ;ГРУСТЬ; 10.4. Эмоциональное воздействие.;neg;
11377;Досаждать; разг. ;НЕДОВОЛЬСТВО; 23.4. Эмоциональное воздействие.;neg;
11382;Жалеть;0;ЖАЛОСТЬ; 13.2. Эмоциональное отношение.;neg;
11383;Жалобиться;0;ЖАЛОСТЬ; 13.5. Внешнее выражение эмоций.;neg;
11384;Жаловаться;0;НЕДОВОЛЬСТВО; 23.5. Внешнее выражение эмоций.;neg;
11385;Животворяться; устар. ;РАДОСТЬ; 30.3. Становление эмоционального состояния и отношения.;pos;
11386;Забавлять;0;РАДОСТЬ; 30.4. Эмоциональное воздействие.;pos;
11389;Заботиться;0;БЕСПОКОЙСТВО; 1.2. Эмоциональное отношение.;neg;
11390;Заботиться;0;ДОБРОТА; 11.2. Эмоциональное отношение.;pos;
11391;Заботиться;0;ДОБРОТА; 11.5. Внешнее выражение эмоций.;pos;
11396;Завлекать;0;ВЛЕЧЕНИЕ; 6.4. Эмоциональное воздействие.;pos;
11397;Завлекать;0;ЛЮБОВЬ; 18.4. Эмоциональное воздействие.;pos;
11398;Завлекаться; разг. ;ВЛЕЧЕНИЕ; 6.3. Становление эмоционального состояния и отношения.;pos;
11404;Загаживать; разг. ;ЖЕСТОКОСТЬ; 15.5. Внешнее выражение эмоций.;neg;
11406;Заглядываться;0;ОДОБРЕНИЕ; 28.2. Эмоциональное отношение.;pos;
11409;Задабривать;0;ДОБРОТА; 11.2. Эмоциональное отношение.;pos;
11410;Задабривать;0;ДОБРОТА; 11.4. Эмоциональное воздействие.;pos;
11416;Зазнаваться;0;ВЫСОКОМЕРИЕ; 8.5. Внешнее выражение эмоций.;neg;
11418;Заинтересовывать;0;ЛЮБОПЫТСТВО; 19.4. Эмоциональное воздействие.;pos;
11419;Заинтересовываться;0;ЛЮБОПЫТСТВО; 19.2. Эмоциональное отношение.;pos;
11420;Заинтриговывать;0;ЛЮБОПЫТСТВО; 19.4. Эмоциональное воздействие.;pos;
11432;Замиряться; разг. ;СМИРЕНИЕ; 31.3. Становление эмоционального состояния и отношения.;pos;
11433;Замиряться; устар. ;СПОКОЙСТВИЕ; 33.2. Эмоциональное отношение.;pos;
11434;Замучиваться;0;ГОРЕ; 9.3. Становление эмоционального состояния и отношения.;neg;
11435;Замыкаться;0;ОДИНОЧЕСТВО; 27.3. Становление эмоционального состояния и отношения.;neg;
11443;Заподазривать и Заподозривать;0;НЕВЕРИЕ; 22.2. Эмоциональное отношение.;neg;
11447;Зариться; разг.-сниж. ;ЖЕЛАНИЕ; 14.2. Эмоциональное отношение.;pos;
11448;Зариться; разг.-сниж. ;НАДЕЖДА; 20.2. Эмоциональное отношение.;pos;
11449;Засматриваться;0;ОДОБРЕНИЕ; 28.2. Эмоциональное отношение.;pos;
11450;Затихать;0;СПОКОЙСТВИЕ; 33.3. Становление эмоционального состояния и отношения.;pos;
11455;Затягиваться;0;ВЛЕЧЕНИЕ; 6.3. Становление эмоционального состояния и отношения.;pos;
11456;Захваливать;0;ОДОБРЕНИЕ; 28.5. Внешнее выражение эмоций.;pos;
11463;Звереть; разг. ;ЗЛОСТЬ; 16.3. Становление эмоционального состояния и отношения.;neg;
11464;Звереть; сов., разг. ;ЖЕСТОКОСТЬ; 15.3. Становление эмоционального состояния и отношения.;neg;
11466;Злеть;0;ЗЛОСТЬ; 16.3. Становление эмоционального состояния и отношения.;neg;
11467;Злеть;0;НЕДОВОЛЬСТВО; 23.3. Становление эмоционального состояния и отношения.;neg;
