;word;type;emotT;emotPT;X;
4476;Нерадостный ;0;ГРУСТЬ; 10.6. Эмоциональная характеризация.;neg;
4477;Неразговорчивый ;0;ОДИНОЧЕСТВО; 27.5. Внешнее выражение эмоций.;neg;
4478;Неразговорчивый ;0;ОДИНОЧЕСТВО; 27.6. Эмоциональная характеризация.;neg;
4482;Неразлучный ;0;ДРУЖБА; 12.2. Эмоциональное отношение.;pos;
4483;Неразлучный ;0;ДРУЖБА; 12.6. Эмоциональная характеризация.;pos;
4484;Неразрывный ;0;ДРУЖБА; 12.2. Эмоциональное отношение.;pos;
4485;Нерасположение ;0;НЕПРИЯЗНЬ; 25.2. Эмоциональное отношение.;neg;
4486;Нерасположенный ;0;НЕПРИЯЗНЬ; 25.1. Эмоциональное состояние.;neg;
4487;Нерасположенный ;0;НЕПРИЯЗНЬ; 25.2. Эмоциональное отношение.;neg;
4488;Нервировать ;0;БЕСПОКОЙСТВО; 1.4. Эмоциональное воздействие.;neg;
4489;Нервировать ;0;НЕДОВОЛЬСТВО; 23.4. Эмоциональное воздействие.;neg;
4490;Нервически; сов. ;НЕДОВОЛЬСТВО; 23.3. Становление эмоционального состояния и отношения.;neg;
4491;Нервический; устар. ;БЕСПОКОЙСТВО; 1.6. Эмоциональная характеризация.;neg;
4492;Нервический; устар. ;НЕДОВОЛЬСТВО; 23.6. Эмоциональная характеризация.;neg;
4493;Нервничать ;0;БЕСПОКОЙСТВО; 1.1. Эмоциональное состояние.;neg;
4494;Нервничать ;0;НЕДОВОЛЬСТВО; 23.1. Эмоциональное состояние.;neg;
4495;Нервно ;0;НЕДОВОЛЬСТВО; 23.5. Внешнее выражение эмоций.;neg;
4496;Нервность ;0;БЕСПОКОЙСТВО; 1.7. Эмоциональное качество.;neg;
4497;Нервность ;0;НЕДОВОЛЬСТВО; 23.7. Эмоциональное качество.;neg;
4498;Нервный ;0;БЕСПОКОЙСТВО; 1.1. Эмоциональное состояние.;neg;
4499;Нервный ;0;БЕСПОКОЙСТВО; 1.6. Эмоциональная характеризация.;neg;
4500;Нервный ;0;НЕДОВОЛЬСТВО; 23.6. Эмоциональная характеризация.;neg;
4501;Нервозно ;0;НЕДОВОЛЬСТВО; 23.5. Внешнее выражение эмоций.;neg;
4502;Нервозность ;0;БЕСПОКОЙСТВО; 1.7. Эмоциональное качество.;neg;
4503;Нервозность ;0;НЕДОВОЛЬСТВО; 23.7. Эмоциональное качество.;neg;
4504;Нервозный ;0;БЕСПОКОЙСТВО; 1.6. Эмоциональная характеризация.;neg;
4505;Нервозный ;0;НЕДОВОЛЬСТВО; 23.6. Эмоциональная характеризация.;neg;
4506;Нервотрепка; разг. ;БЕСПОКОЙСТВО; 1.1. Эмоциональное состояние.;neg;
4512;Нерешимость ;0;СОМНЕНИЕ; 32.1. Эмоциональное состояние.;neg;
4513;Нерешительно ;0;СОМНЕНИЕ; 32.5. Внешнее выражение эмоций.;neg;
4514;Нерешительность ;0;СМИРЕНИЕ; 31.7. Эмоциональное качество.;pos;
4515;Нерешительность ;0;СОМНЕНИЕ; 32.1. Эмоциональное состояние.;neg;
4516;Нерешительность ;0;СОМНЕНИЕ; 32.7. Эмоциональное качество.;neg;
4517;Нерешительный ;0;СОМНЕНИЕ; 32.1. Эмоциональное состояние.;neg;
4518;Нерешительный ;0;СОМНЕНИЕ; 32.5. Внешнее выражение эмоций.;neg;
4519;Нерешительный ;0;СОМНЕНИЕ; 32.6. Эмоциональная характеризация.;neg;
4520;Неробкий ;0;БЕССТРАШИЕ; 2.1. Эмоциональное состояние.;pos;
4521;Неробкий ;0;БЕССТРАШИЕ; 2.6. Эмоциональная характеризация.;pos;
4522;Неровность ;0;БЕСПОКОЙСТВО; 1.7. Эмоциональное качество.;neg;
4532;Несгибаемость ;0;БЕССТРАШИЕ; 2.7. Эмоциональное качество.;pos;
4533;Несгибаемый ;0;БЕССТРАШИЕ; 2.6. Эмоциональная характеризация.;pos;
4534;Несговорный; разг.-сниж. ;НАСТОЙЧИВОСТЬ; 21.2. Эмоциональное отношение.;pos;
4535;Несговорный; разг.-сниж. ;НАСТОЙЧИВОСТЬ; 21.6. Эмоциональная характеризация.;pos;
4536;Несговорчивость ;0;НАСТОЙЧИВОСТЬ; 21.7. Эмоциональное качество.;pos;
4537;Несговорчивый ;0;НАСТОЙЧИВОСТЬ; 21.2. Эмоциональное отношение.;pos;
4538;Несговорчивый ;0;НАСТОЙЧИВОСТЬ; 21.5. Внешнее выражение эмоций.;pos;
4539;Несговорчивый ;0;НАСТОЙЧИВОСТЬ; 21.6. Эмоциональная характеризация.;pos;
4544;Несемейный ;0;ОДИНОЧЕСТВО; 27.2. Эмоциональное отношение.;neg;
4546;Несимпатичный ;0;НЕПРИЯЗНЬ; 25.6. Эмоциональная характеризация.;neg;
4547;Нескованно ;0;ИСКРЕННОСТЬ; 17.5. Внешнее выражение эмоций.;pos;
4550;Нескромность ;0;БЕССТЫДСТВО; 3.7. Эмоциональное качество.;neg;
4551;Нескромность ;0;ВЫСОКОМЕРИЕ; 8.7. Эмоциональное качество.;neg;
4552;Нескромность ;0;СТЫД; 35.7. Эмоциональное качество.;neg;
4553;Нескромный ;0;БЕССТЫДСТВО; 3.6. Эмоциональная характеризация.;neg;
4554;Нескромный ;0;ВЫСОКОМЕРИЕ; 8.5. Внешнее выражение эмоций.;neg;
4555;Нескромный ;0;ВЫСОКОМЕРИЕ; 8.6. Эмоциональная характеризация.;neg;
4556;Нескромный ;0;СТЫД; 35.5. Внешнее выражение эмоций.;neg;
4557;Нескромный ;0;СТЫД; 35.6. Эмоциональная характеризация.;neg;
4561;Неслухмяный; разг.-сниж. ;НАСТОЙЧИВОСТЬ; 21.6. Эмоциональная характеризация.;pos;
4562;Неслыханный ;0;УДИВЛЕНИЕ; 38.6. Эмоциональная характеризация.;pos;
4563;Несмело ;0;СТРАХ; 34.5. Внешнее выражение эмоций.;neg;
4564;Несмелость ;0;СТРАХ; 34.7. Эмоциональное качество.;neg;
4565;Несмелый ;0;СТРАХ; 34.6. Эмоциональная характеризация.;neg;
4566;Несносно ;0;ГОРЕ; 9.1. Эмоциональное состояние.;neg;
4567;Несносный ;0;ГОРЕ; 9.4. Эмоциональное воздействие.;neg;
4568;Несносный ;0;ГОРЕ; 9.6. Эмоциональная характеризация.;neg;
4569;Несносный ;0;ГРУСТЬ; 10.4. Эмоциональное воздействие.;neg;
4570;Несносный ;0;ГРУСТЬ; 10.6. Эмоциональная характеризация.;neg;
4571;Несогласие ;0;ВРАЖДА; 7.1. Эмоциональное состояние.;neg;
4572;Несокрушимость ;0;БЕССТРАШИЕ; 2.7. Эмоциональное качество.;pos;
4573;Несокрушимый ;0;БЕССТРАШИЕ; 2.6. Эмоциональная характеризация.;pos;
4574;Несообщительность; устар. ;ОДИНОЧЕСТВО; 27.7. Эмоциональное качество.;neg;
4575;Несообщительный; устар. ;ОДИНОЧЕСТВО; 27.5. Внешнее выражение эмоций.;neg;
4576;Несообщительный; устар. ;ОДИНОЧЕСТВО; 27.6. Эмоциональная характеризация.;neg;
4577;Неспокойно ;0;БЕСПОКОЙСТВО; 1.1. Эмоциональное состояние.;neg;
4578;Неспокойный ;0;БЕСПОКОЙСТВО; 1.1. Эмоциональное состояние.;neg;
4579;Неспокойный ;0;БЕСПОКОЙСТВО; 1.5. Внешнее выражение эмоций.;neg;
4580;Неспокойный ;0;БЕСПОКОЙСТВО; 1.6. Эмоциональная характеризация.;neg;
4581;Несравненно ;0;УДИВЛЕНИЕ; 38.5. Внешнее выражение эмоций.;pos;
4582;Несравненный ;0;УДИВЛЕНИЕ; 38.6. Эмоциональная характеризация.;pos;
4583;Нестерпимо ;0;ГОРЕ; 9.1. Эмоциональное состояние.;neg;
4584;Нестерпимость ;0;ГОРЕ; 9.1. Эмоциональное состояние.;neg;
4585;Нестерпимость ;0;НЕПРИЯЗНЬ; 25.7. Эмоциональное качество.;neg;
4586;Нестерпимый ;0;ГОРЕ; 9.4. Эмоциональное воздействие.;neg;
4587;Нестерпимый ;0;ГОРЕ; 9.6. Эмоциональная характеризация.;neg;
4588;Нестерпимый ;0;НЕПРИЯЗНЬ; 25.6. Эмоциональная характеризация.;neg;
4589;Несуетный; разг. ;СПОКОЙСТВИЕ; 33.5. Внешнее выражение эмоций.;pos;
4590;Несуетный; разг. ;СПОКОЙСТВИЕ; 33.6. Эмоциональная характеризация.;pos;
4591;Несчастливец ;0;ГОРЕ; 9.8. Человек как средоточие и носитель эмоций.;neg;
4592;Несчастливица ;0;ГОРЕ; 9.8. Человек как средоточие и носитель эмоций.;neg;
4593;Несчастливый ;0;ГОРЕ; 9.1. Эмоциональное состояние.;neg;
4594;Несчастливый ;0;ГОРЕ; 9.6. Эмоциональная характеризация.;neg;
4595;Несчастный ;0;ГОРЕ; 9.1. Эмоциональное состояние.;neg;
4596;Несчастный ;0;ГОРЕ; 9.4. Эмоциональное воздействие.;neg;
4597;Несчастный ;0;ГОРЕ; 9.5. Внешнее выражение эмоций.;neg;
4598;Несчастный ;0;ГОРЕ; 9.6. Эмоциональная характеризация.;neg;
4599;Несчастный ;0;ЖАЛОСТЬ; 13.6. Эмоциональная характеризация.;neg;
4600;Несчастный ;0;НЕПРИЯЗНЬ; 25.1. Эмоциональное состояние.;neg;
4601;Несчастье ;0;ГОРЕ; 9.1. Эмоциональное состояние.;neg;
4602;Нетактичность ;0;ВЫСОКОМЕРИЕ; 8.7. Эмоциональное качество.;neg;
4603;Нетактичный ;0;ВЫСОКОМЕРИЕ; 8.5. Внешнее выражение эмоций.;neg;
